Sales_ID,SKU,Warehouse_ID,Sale_Date,Quantity_Sold,Promo_Flag
SL008511,P0266,W05,2024-10-21,39,0
SL008512,P0182,W02,2024-05-05,26,0
SL008513,P0340,W02,2024-07-10,29,1
SL008514,P0065,W05,2024-03-23,5,1
SL008515,P0333,W03,2024-01-21,46,1
SL008516,P0001,W04,2024-10-14,14,0
SL008517,P0133,W03,2024-10-10,35,0
SL008518,P0080,W03,2024-12-24,6,1
SL008519,P0271,W02,2024-09-24,23,0
SL008520,P0241,W04,2024-04-30,17,0
SL008521,P0028,W02,2024-04-20,24,0
SL008522,P0223,W01,2024-03-19,40,0
SL008523,P0023,W02,2024-12-13,29,0
SL008524,P0496,W05,2024-03-25,30,0
SL008525,P0109,W02,2024-03-20,24,0
SL008526,P0107,W01,2024-05-30,35,0
SL008527,P0145,W02,2024-08-31,47,0
SL008528,P0369,W01,2024-08-05,37,0
SL008529,P0354,W04,2024-01-15,2,0
SL008530,P0397,W02,2024-04-10,21,0
SL008531,P0398,W01,2024-09-24,40,0
SL008532,P0139,W04,2024-02-04,41,0
SL008533,P0284,W05,2024-12-16,5,0
SL008534,P0298,W03,2024-10-09,35,0
SL008535,P0480,W01,2024-05-04,44,0
SL008536,P0099,W05,2024-08-11,35,1
SL008537,P0317,W04,2024-06-09,19,1
SL008538,P0123,W05,2024-01-13,16,1
SL008539,P0320,W02,2024-06-13,25,0
SL008540,P0287,W03,2024-09-14,16,0
SL008541,P0081,W01,2024-10-19,31,1
SL008542,P0495,W04,2024-04-23,33,0
SL008543,P0457,W03,2024-04-29,17,0
SL008544,P0010,W04,2024-03-09,21,0
SL008545,P0008,W05,2024-09-30,35,0
SL008546,P0405,W04,2024-02-17,49,0
SL008547,P0205,W04,2024-12-02,23,0
SL008548,P0315,W05,2024-11-17,49,1
SL008549,P0434,W05,2024-12-27,16,0
SL008550,P0197,W03,2024-02-27,38,0
SL008551,P0198,W01,2024-03-18,14,0
SL008552,P0030,W05,2024-07-22,40,0
SL008553,P0479,W03,2024-08-12,41,0
SL008554,P0401,W04,2024-09-19,33,1
SL008555,P0459,W04,2024-04-12,21,1
SL008556,P0020,W02,2024-04-18,17,0
SL008557,P0048,W05,2024-09-21,4,0
SL008558,P0457,W03,2024-11-20,16,0
SL008559,P0130,W03,2024-02-25,30,1
SL008560,P0293,W01,2024-11-07,44,0
SL008561,P0385,W03,2024-09-08,45,0
SL008562,P0132,W05,2024-10-26,34,0
SL008563,P0356,W03,2024-03-12,22,0
SL008564,P0054,W02,2024-05-20,44,0
SL008565,P0378,W04,2024-06-28,42,0
SL008566,P0281,W04,2024-07-21,29,0
SL008567,P0387,W03,2024-09-27,47,0
SL008568,P0265,W03,2024-04-19,5,0
SL008569,P0470,W03,2024-03-22,1,1
SL008570,P0215,W03,2024-03-24,40,0
SL008571,P0460,W02,2024-09-13,25,0
SL008572,P0458,W05,2024-07-11,6,0
SL008573,P0290,W02,2024-05-18,23,0
SL008574,P0043,W02,2024-08-08,33,1
SL008575,P0074,W02,2024-07-07,14,0
SL008576,P0350,W04,2024-12-14,42,0
SL008577,P0278,W02,2024-12-09,36,1
SL008578,P0326,W03,2024-12-05,18,0
SL008579,P0242,W02,2024-07-15,40,0
SL008580,P0130,W03,2024-10-27,44,0
SL008581,P0350,W05,2024-03-14,10,0
SL008582,P0194,W04,2024-07-16,45,0
SL008583,P0032,W05,2024-11-19,39,1
SL008584,P0106,W05,2024-09-16,49,0
SL008585,P0400,W04,2024-07-17,12,0
SL008586,P0204,W03,2024-10-30,38,0
SL008587,P0001,W03,2024-12-18,23,1
SL008588,P0245,W03,2024-05-16,7,0
SL008589,P0072,W04,2024-12-11,45,1
SL008590,P0432,W02,2024-06-23,46,0
SL008591,P0306,W01,2024-11-11,25,0
SL008592,P0397,W02,2024-11-03,13,0
SL008593,P0015,W02,2024-12-07,38,0
SL008594,P0053,W05,2024-12-18,19,0
SL008595,P0428,W01,2024-10-30,45,1
SL008596,P0008,W03,2024-05-12,22,0
SL008597,P0330,W02,2024-01-27,41,0
SL008598,P0046,W04,2024-09-13,11,0
SL008599,P0325,W02,2024-02-20,42,1
SL008600,P0114,W03,2024-05-23,3,0
SL008601,P0147,W02,2024-12-20,19,0
SL008602,P0495,W05,2024-12-21,27,0
SL008603,P0166,W05,2024-08-23,7,0
SL008604,P0379,W02,2024-06-08,37,1
SL008605,P0139,W05,2024-12-24,27,0
SL008606,P0117,W04,2024-10-29,47,0
SL008607,P0299,W01,2024-09-27,34,1
SL008608,P0276,W02,2024-06-02,11,0
SL008609,P0404,W04,2024-02-06,38,0
SL008610,P0277,W04,2024-08-04,5,0
SL008611,P0338,W04,2024-05-09,7,0
SL008612,P0313,W03,2024-03-16,36,0
SL008613,P0178,W02,2024-10-14,5,0
SL008614,P0330,W02,2024-07-15,5,0
SL008615,P0354,W02,2024-11-06,27,0
SL008616,P0154,W01,2024-08-04,29,0
SL008617,P0414,W04,2024-04-08,27,1
SL008618,P0201,W02,2024-11-07,32,0
SL008619,P0366,W05,2024-10-11,25,0
SL008620,P0115,W03,2024-08-17,42,0
SL008621,P0159,W01,2024-04-18,34,0
SL008622,P0042,W03,2024-12-05,15,0
SL008623,P0247,W04,2024-06-12,41,0
SL008624,P0068,W05,2024-04-25,34,0
SL008625,P0445,W04,2024-03-11,35,0
SL008626,P0445,W02,2024-08-01,20,0
SL008627,P0326,W03,2024-12-03,24,0
SL008628,P0334,W05,2024-02-22,34,0
SL008629,P0196,W03,2024-03-25,34,0
SL008630,P0090,W01,2024-12-07,46,1
SL008631,P0111,W05,2024-03-16,27,0
SL008632,P0368,W01,2024-09-23,21,0
SL008633,P0359,W05,2024-09-04,33,0
SL008634,P0145,W02,2024-11-27,39,0
SL008635,P0275,W03,2024-10-12,40,0
SL008636,P0179,W03,2024-03-19,44,0
SL008637,P0241,W04,2024-04-16,36,0
SL008638,P0326,W05,2024-03-22,25,0
SL008639,P0319,W05,2024-07-20,7,0
SL008640,P0477,W01,2024-08-17,10,0
SL008641,P0331,W05,2024-08-14,10,0
SL008642,P0464,W03,2024-01-20,38,0
SL008643,P0414,W05,2024-09-24,24,0
SL008644,P0153,W04,2024-11-18,44,1
SL008645,P0104,W04,2024-06-26,10,1
SL008646,P0075,W03,2024-05-19,45,0
SL008647,P0128,W03,2024-11-05,26,0
SL008648,P0199,W03,2024-03-20,30,0
SL008649,P0154,W05,2024-06-30,27,0
SL008650,P0056,W05,2024-03-14,44,0
SL008651,P0278,W02,2024-05-26,19,1
SL008652,P0345,W01,2024-08-20,1,0
SL008653,P0019,W05,2024-05-21,33,0
SL008654,P0159,W02,2024-05-29,11,0
SL008655,P0026,W02,2024-05-11,34,0
SL008656,P0426,W04,2024-08-26,38,0
SL008657,P0169,W05,2024-11-10,16,0
SL008658,P0484,W02,2024-06-10,1,1
SL008659,P0023,W04,2024-11-15,41,0
SL008660,P0047,W01,2024-09-06,28,0
SL008661,P0013,W04,2024-05-07,15,0
SL008662,P0217,W01,2024-09-30,16,0
SL008663,P0322,W03,2024-03-22,46,0
SL008664,P0194,W03,2024-08-19,32,0
SL008665,P0144,W04,2024-01-31,39,0
SL008666,P0073,W03,2024-08-21,1,0
SL008667,P0156,W05,2024-03-24,48,1
SL008668,P0077,W04,2024-02-11,9,0
SL008669,P0419,W02,2024-07-20,29,1
SL008670,P0169,W05,2024-09-07,25,1
SL008671,P0461,W04,2024-03-25,11,0
SL008672,P0287,W01,2024-07-01,42,0
SL008673,P0085,W03,2024-09-22,11,0
SL008674,P0416,W03,2024-03-11,6,0
SL008675,P0182,W03,2024-01-22,34,1
SL008676,P0482,W04,2024-03-16,44,0
SL008677,P0456,W05,2024-09-25,14,0
SL008678,P0315,W01,2024-06-16,8,0
SL008679,P0297,W03,2024-12-18,25,1
SL008680,P0112,W05,2024-12-16,4,0
SL008681,P0450,W02,2024-08-27,31,0
SL008682,P0230,W02,2024-02-20,21,0
SL008683,P0096,W01,2024-03-23,45,0
SL008684,P0438,W03,2024-12-17,32,1
SL008685,P0168,W02,2024-03-30,14,0
SL008686,P0378,W05,2024-01-13,28,1
SL008687,P0156,W05,2024-06-05,25,0
SL008688,P0421,W02,2024-07-17,28,0
SL008689,P0105,W03,2024-06-02,15,0
SL008690,P0193,W01,2024-07-16,46,0
SL008691,P0489,W03,2024-08-11,44,1
SL008692,P0330,W04,2024-04-27,22,0
SL008693,P0439,W02,2024-05-30,47,1
SL008694,P0132,W04,2024-08-31,6,1
SL008695,P0355,W02,2024-03-15,2,1
SL008696,P0382,W01,2024-07-31,6,0
SL008697,P0138,W03,2024-10-01,23,1
SL008698,P0431,W03,2024-12-19,26,0
SL008699,P0331,W02,2024-08-31,11,0
SL008700,P0270,W05,2024-06-26,1,0
SL008701,P0038,W04,2024-04-17,28,0
SL008702,P0396,W03,2024-10-17,22,0
SL008703,P0045,W03,2024-06-25,41,0
SL008704,P0401,W02,2024-06-22,13,1
SL008705,P0464,W05,2024-04-02,41,0
SL008706,P0163,W04,2024-04-09,47,1
SL008707,P0450,W05,2024-06-29,36,0
SL008708,P0331,W05,2024-06-07,22,0
SL008709,P0253,W02,2024-04-05,4,1
SL008710,P0169,W05,2024-08-19,44,0
SL008711,P0451,W04,2024-09-07,41,0
SL008712,P0285,W01,2024-12-05,18,0
SL008713,P0274,W01,2024-03-07,38,1
SL008714,P0020,W04,2024-08-24,17,1
SL008715,P0239,W02,2024-01-19,25,0
SL008716,P0270,W03,2024-10-13,17,0
SL008717,P0418,W02,2024-10-14,29,1
SL008718,P0433,W04,2024-07-25,45,0
SL008719,P0310,W05,2024-11-06,44,1
SL008720,P0031,W01,2024-04-12,46,0
SL008721,P0314,W05,2024-06-07,8,0
SL008722,P0104,W02,2024-07-13,29,0
SL008723,P0170,W04,2024-02-20,15,0
SL008724,P0186,W01,2024-08-11,41,0
SL008725,P0128,W04,2024-07-20,33,0
SL008726,P0210,W01,2024-04-01,49,1
SL008727,P0414,W01,2024-06-03,10,0
SL008728,P0281,W01,2024-06-24,37,1
SL008729,P0447,W02,2024-04-19,11,0
SL008730,P0253,W04,2024-10-25,35,1
SL008731,P0019,W03,2024-08-10,34,0
SL008732,P0200,W03,2024-06-27,32,1
SL008733,P0220,W03,2024-08-13,22,0
SL008734,P0136,W04,2024-03-15,4,1
SL008735,P0223,W05,2024-03-11,2,0
SL008736,P0003,W04,2024-11-23,33,0
SL008737,P0451,W01,2024-07-27,9,1
SL008738,P0236,W05,2024-04-12,35,0
SL008739,P0342,W01,2024-02-10,38,0
SL008740,P0465,W01,2024-11-29,31,1
SL008741,P0228,W04,2024-10-06,14,0
SL008742,P0401,W03,2024-01-30,31,1
SL008743,P0142,W05,2024-08-30,33,0
SL008744,P0499,W02,2024-02-21,44,0
SL008745,P0009,W03,2024-02-26,16,0
SL008746,P0190,W02,2024-07-08,20,0
SL008747,P0350,W04,2024-03-19,14,0
SL008748,P0405,W05,2024-07-14,35,1
SL008749,P0460,W04,2024-07-15,46,0
SL008750,P0165,W02,2024-01-31,49,0
SL008751,P0480,W01,2024-11-27,45,0
SL008752,P0139,W04,2024-01-30,33,1
SL008753,P0276,W05,2024-04-22,29,0
SL008754,P0291,W04,2024-05-17,8,0
SL008755,P0053,W03,2024-08-09,34,1
SL008756,P0175,W04,2024-06-20,47,0
SL008757,P0110,W02,2024-06-03,14,0
SL008758,P0203,W04,2024-10-02,14,0
SL008759,P0436,W05,2024-08-07,15,0
SL008760,P0136,W04,2024-10-02,42,1
SL008761,P0004,W04,2024-01-12,20,0
SL008762,P0155,W05,2024-03-25,28,0
SL008763,P0172,W04,2024-08-09,4,0
SL008764,P0424,W05,2024-02-18,7,0
SL008765,P0358,W02,2024-06-28,2,0
SL008766,P0047,W05,2024-01-10,9,0
SL008767,P0094,W02,2024-09-17,23,0
SL008768,P0428,W02,2024-11-15,36,1
SL008769,P0048,W05,2024-07-04,12,1
SL008770,P0240,W04,2024-08-16,23,0
SL008771,P0347,W03,2024-06-06,31,0
SL008772,P0213,W05,2024-09-29,42,0
SL008773,P0436,W04,2024-11-18,11,0
SL008774,P0340,W02,2024-01-21,1,0
SL008775,P0324,W01,2024-01-16,13,1
SL008776,P0139,W03,2024-10-09,39,1
SL008777,P0205,W04,2024-04-24,29,1
SL008778,P0381,W03,2024-01-06,6,0
SL008779,P0073,W01,2024-10-24,31,0
SL008780,P0004,W01,2024-09-15,9,0
SL008781,P0076,W01,2024-02-09,18,1
SL008782,P0329,W05,2024-10-02,3,0
SL008783,P0077,W03,2024-08-19,32,0
SL008784,P0304,W05,2024-01-07,45,0
SL008785,P0256,W01,2024-11-10,3,0
SL008786,P0410,W04,2024-04-02,45,1
SL008787,P0102,W01,2024-11-03,30,0
SL008788,P0106,W05,2024-01-21,6,0
SL008789,P0333,W01,2024-01-11,27,0
SL008790,P0039,W01,2024-02-19,2,0
SL008791,P0476,W05,2024-09-21,20,0
SL008792,P0314,W05,2024-02-14,17,0
SL008793,P0275,W04,2024-10-11,33,0
SL008794,P0088,W05,2024-11-13,17,0
SL008795,P0211,W04,2024-09-27,37,1
SL008796,P0369,W02,2024-10-01,29,0
SL008797,P0077,W02,2024-02-04,9,0
SL008798,P0077,W05,2024-05-20,4,0
SL008799,P0442,W01,2024-05-23,46,0
SL008800,P0028,W03,2024-11-18,40,0
SL008801,P0245,W01,2024-09-01,13,0
SL008802,P0066,W05,2024-12-16,6,0
SL008803,P0266,W04,2024-11-06,46,0
SL008804,P0382,W01,2024-07-11,9,0
SL008805,P0470,W02,2024-02-04,26,0
SL008806,P0205,W05,2024-09-28,49,1
SL008807,P0058,W01,2024-06-26,39,0
SL008808,P0201,W01,2024-09-26,41,1
SL008809,P0225,W04,2024-11-13,47,0
SL008810,P0142,W04,2024-05-30,42,0
SL008811,P0381,W04,2024-04-08,14,0
SL008812,P0368,W03,2024-01-29,48,0
SL008813,P0084,W05,2024-05-29,34,0
SL008814,P0143,W05,2024-07-26,4,0
SL008815,P0352,W02,2024-12-14,21,0
SL008816,P0033,W02,2024-09-18,31,0
SL008817,P0401,W05,2024-07-28,47,0
SL008818,P0152,W01,2024-03-29,43,0
SL008819,P0158,W05,2024-08-24,21,0
SL008820,P0446,W03,2024-09-04,43,0
SL008821,P0141,W02,2024-09-14,29,1
SL008822,P0446,W02,2024-07-10,24,1
SL008823,P0251,W02,2024-04-05,45,0
SL008824,P0303,W05,2024-02-05,16,1
SL008825,P0112,W02,2024-04-05,9,0
SL008826,P0144,W02,2024-02-06,21,1
SL008827,P0450,W05,2024-08-21,2,0
SL008828,P0209,W01,2024-04-11,2,0
SL008829,P0224,W02,2024-06-28,37,0
SL008830,P0043,W02,2024-11-20,37,0
SL008831,P0264,W02,2024-03-10,5,0
SL008832,P0244,W03,2024-04-16,46,0
SL008833,P0003,W05,2024-09-27,6,0
SL008834,P0125,W02,2024-12-19,48,0
SL008835,P0268,W03,2024-02-16,48,1
SL008836,P0084,W01,2024-04-17,8,0
SL008837,P0016,W01,2024-12-29,32,1
SL008838,P0334,W03,2024-03-09,37,0
SL008839,P0464,W01,2024-11-03,13,0
SL008840,P0059,W04,2024-01-02,3,0
SL008841,P0177,W01,2024-08-06,9,0
SL008842,P0063,W04,2024-02-14,4,1
SL008843,P0446,W03,2024-08-20,28,1
SL008844,P0491,W04,2024-07-07,40,0
SL008845,P0049,W01,2024-12-13,16,0
SL008846,P0307,W02,2024-05-01,11,1
SL008847,P0246,W04,2024-03-05,19,0
SL008848,P0289,W01,2024-05-28,42,0
SL008849,P0286,W02,2024-09-05,22,0
SL008850,P0443,W03,2024-03-07,39,0
SL008851,P0332,W03,2024-12-15,12,0
SL008852,P0015,W05,2024-02-28,30,0
SL008853,P0338,W03,2024-04-24,40,0
SL008854,P0255,W05,2024-04-25,42,0
SL008855,P0092,W03,2024-08-24,5,0
SL008856,P0279,W03,2024-02-16,37,0
SL008857,P0206,W03,2024-04-18,45,0
SL008858,P0094,W05,2024-09-30,32,1
SL008859,P0225,W05,2024-04-22,34,0
SL008860,P0301,W04,2024-02-02,12,0
SL008861,P0318,W01,2024-10-06,43,0
SL008862,P0463,W01,2024-10-18,2,0
SL008863,P0199,W01,2024-11-11,47,0
SL008864,P0271,W03,2024-06-10,7,0
SL008865,P0500,W01,2024-03-30,32,1
SL008866,P0234,W05,2024-02-20,40,0
SL008867,P0046,W04,2024-05-23,35,0
SL008868,P0064,W02,2024-04-13,49,0
SL008869,P0230,W04,2024-06-18,6,0
SL008870,P0430,W01,2024-01-16,22,0
SL008871,P0440,W01,2024-05-12,25,0
SL008872,P0249,W05,2024-06-18,47,0
SL008873,P0246,W04,2024-01-30,13,1
SL008874,P0428,W05,2024-06-08,23,0
SL008875,P0075,W05,2024-05-26,45,0
SL008876,P0157,W02,2024-11-02,44,1
SL008877,P0223,W05,2024-08-24,46,0
SL008878,P0190,W05,2024-06-23,9,0
SL008879,P0473,W02,2024-03-12,42,0
SL008880,P0052,W03,2024-12-28,37,0
SL008881,P0438,W03,2024-05-06,37,0
SL008882,P0088,W02,2024-07-14,30,0
SL008883,P0313,W05,2024-07-03,20,0
SL008884,P0339,W01,2024-05-29,38,0
SL008885,P0066,W04,2024-08-01,44,0
SL008886,P0150,W01,2024-04-03,49,0
SL008887,P0020,W01,2024-02-27,16,0
SL008888,P0033,W05,2024-08-06,22,0
SL008889,P0328,W04,2024-08-06,38,0
SL008890,P0281,W04,2024-01-13,10,1
SL008891,P0046,W03,2024-10-09,20,1
SL008892,P0073,W02,2024-05-19,41,0
SL008893,P0354,W05,2024-09-30,2,1
SL008894,P0313,W04,2024-04-28,3,0
SL008895,P0343,W05,2024-09-27,42,0
SL008896,P0133,W03,2024-04-06,8,0
SL008897,P0055,W01,2024-11-25,9,0
SL008898,P0061,W04,2024-02-16,28,0
SL008899,P0345,W03,2024-05-31,21,0
SL008900,P0008,W05,2024-06-21,33,0
SL008901,P0272,W03,2024-10-01,34,0
SL008902,P0246,W03,2024-12-12,4,1
SL008903,P0176,W03,2024-08-24,48,0
SL008904,P0493,W03,2024-01-31,25,1
SL008905,P0116,W03,2024-07-31,32,1
SL008906,P0317,W03,2024-09-28,12,0
SL008907,P0271,W02,2024-03-18,2,0
SL008908,P0193,W05,2024-10-05,47,1
SL008909,P0150,W01,2024-02-10,48,1
SL008910,P0131,W05,2024-05-25,12,1
SL008911,P0102,W04,2024-01-12,46,1
SL008912,P0310,W04,2024-09-04,26,0
SL008913,P0270,W05,2024-08-16,21,0
SL008914,P0292,W03,2024-11-26,44,0
SL008915,P0210,W02,2024-06-27,37,0
SL008916,P0495,W01,2024-12-06,36,0
SL008917,P0361,W03,2024-06-08,18,0
SL008918,P0338,W05,2024-08-08,24,0
SL008919,P0067,W05,2024-11-22,30,0
SL008920,P0010,W02,2024-06-12,17,1
SL008921,P0049,W02,2024-06-16,16,0
SL008922,P0487,W05,2024-08-06,42,0
SL008923,P0111,W03,2024-03-10,17,0
SL008924,P0321,W03,2024-09-16,44,0
SL008925,P0219,W03,2024-03-03,12,0
SL008926,P0057,W01,2024-09-02,27,1
SL008927,P0283,W01,2024-02-19,4,0
SL008928,P0459,W03,2024-10-12,35,0
SL008929,P0113,W05,2024-08-21,1,1
SL008930,P0133,W02,2024-01-16,12,0
SL008931,P0071,W04,2024-01-04,29,0
SL008932,P0083,W02,2024-10-08,8,0
SL008933,P0057,W02,2024-06-05,8,0
SL008934,P0376,W04,2024-08-07,12,1
SL008935,P0349,W03,2024-12-13,36,1
SL008936,P0271,W02,2024-12-29,48,0
SL008937,P0483,W04,2024-02-20,34,0
SL008938,P0111,W05,2024-02-11,36,0
SL008939,P0357,W05,2024-05-14,4,0
SL008940,P0375,W05,2024-09-30,11,0
SL008941,P0076,W03,2024-09-15,3,0
SL008942,P0158,W02,2024-07-09,10,0
SL008943,P0020,W02,2024-09-12,12,0
SL008944,P0421,W01,2024-08-23,49,0
SL008945,P0131,W05,2024-10-02,9,0
SL008946,P0329,W03,2024-12-19,21,0
SL008947,P0122,W04,2024-03-13,34,0
SL008948,P0041,W03,2024-03-14,22,0
SL008949,P0167,W02,2024-05-02,18,0
SL008950,P0410,W05,2024-03-10,44,0
SL008951,P0130,W01,2024-03-19,6,0
SL008952,P0023,W03,2024-09-04,25,1
SL008953,P0279,W01,2024-07-05,45,0
SL008954,P0251,W02,2024-05-20,15,0
SL008955,P0469,W04,2024-10-24,1,0
SL008956,P0400,W03,2024-02-13,40,1
SL008957,P0009,W02,2024-09-03,18,0
SL008958,P0013,W05,2024-12-01,44,1
SL008959,P0412,W03,2024-08-13,31,0
SL008960,P0411,W01,2024-03-07,20,1
SL008961,P0307,W03,2024-10-02,44,0
SL008962,P0320,W02,2024-09-09,25,0
SL008963,P0052,W02,2024-10-29,33,1
SL008964,P0209,W01,2024-10-06,10,1
SL008965,P0038,W02,2024-06-27,29,0
SL008966,P0100,W03,2024-10-05,19,1
SL008967,P0193,W01,2024-05-08,28,0
SL008968,P0402,W02,2024-04-24,27,1
SL008969,P0191,W02,2024-11-17,19,0
SL008970,P0051,W03,2024-09-30,43,0
SL008971,P0393,W02,2024-07-20,31,0
SL008972,P0141,W03,2024-04-26,35,1
SL008973,P0168,W05,2024-02-04,14,0
SL008974,P0311,W03,2024-04-15,6,1
SL008975,P0109,W04,2024-09-05,9,0
SL008976,P0207,W02,2024-05-31,41,0
SL008977,P0427,W05,2024-05-20,27,0
SL008978,P0300,W01,2024-10-21,17,0
SL008979,P0110,W04,2024-06-10,36,0
SL008980,P0196,W01,2024-05-26,4,0
SL008981,P0417,W04,2024-09-12,24,0
SL008982,P0152,W05,2024-03-31,16,0
SL008983,P0420,W05,2024-08-05,17,0
SL008984,P0243,W05,2024-05-18,3,1
SL008985,P0128,W04,2024-06-25,39,1
SL008986,P0105,W03,2024-10-17,37,1
SL008987,P0010,W01,2024-12-05,3,0
SL008988,P0356,W03,2024-03-16,44,1
SL008989,P0148,W03,2024-02-26,41,0
SL008990,P0489,W02,2024-01-28,35,0
SL008991,P0365,W01,2024-11-17,3,0
SL008992,P0364,W04,2024-11-16,16,0
SL008993,P0459,W02,2024-05-29,20,0
SL008994,P0140,W02,2024-11-02,45,0
SL008995,P0190,W05,2024-12-12,6,1
SL008996,P0402,W04,2024-07-17,33,1
SL008997,P0094,W03,2024-06-12,43,0
SL008998,P0492,W03,2024-06-30,27,0
SL008999,P0496,W03,2024-08-27,30,0
SL009000,P0229,W05,2024-08-29,35,1
SL009001,P0063,W03,2024-03-06,18,1
SL009002,P0340,W01,2024-06-19,30,0
SL009003,P0025,W03,2024-05-12,43,0
SL009004,P0268,W03,2024-03-21,26,0
SL009005,P0405,W01,2024-06-13,15,0
SL009006,P0281,W05,2024-03-03,32,0
SL009007,P0011,W02,2024-12-20,35,0
SL009008,P0320,W04,2024-02-20,12,0
SL009009,P0201,W05,2024-03-12,21,0
SL009010,P0126,W03,2024-02-12,12,0
SL009011,P0306,W02,2024-11-18,49,1
SL009012,P0190,W04,2024-11-16,1,0
SL009013,P0089,W04,2024-11-13,11,1
SL009014,P0355,W04,2024-08-03,25,0
SL009015,P0116,W01,2024-07-09,47,0
SL009016,P0352,W01,2024-06-06,9,1
SL009017,P0177,W02,2024-03-30,39,1
SL009018,P0014,W03,2024-04-13,43,0
SL009019,P0257,W02,2024-02-20,27,0
SL009020,P0209,W03,2024-09-10,29,0
SL009021,P0281,W05,2024-04-16,27,0
SL009022,P0443,W04,2024-10-20,28,0
SL009023,P0328,W04,2024-08-23,39,0
SL009024,P0325,W01,2024-11-18,18,0
SL009025,P0389,W05,2024-11-28,15,1
SL009026,P0105,W05,2024-12-21,16,1
SL009027,P0483,W03,2024-04-14,47,1
SL009028,P0147,W05,2024-09-11,23,1
SL009029,P0279,W01,2024-10-30,30,1
SL009030,P0009,W03,2024-01-20,36,0
SL009031,P0118,W02,2024-12-24,35,0
SL009032,P0094,W03,2024-03-12,28,0
SL009033,P0434,W02,2024-04-26,46,1
SL009034,P0144,W03,2024-05-09,3,0
SL009035,P0289,W04,2024-04-29,16,0
SL009036,P0386,W02,2024-07-31,15,0
SL009037,P0014,W01,2024-08-16,19,0
SL009038,P0494,W02,2024-07-01,10,1
SL009039,P0257,W02,2024-05-13,49,0
SL009040,P0346,W03,2024-12-04,4,0
SL009041,P0186,W04,2024-08-18,22,0
SL009042,P0345,W03,2024-12-29,18,0
SL009043,P0400,W03,2024-12-05,22,0
SL009044,P0207,W04,2024-09-02,42,1
SL009045,P0346,W03,2024-09-08,16,0
SL009046,P0431,W04,2024-08-12,3,0
SL009047,P0172,W01,2024-06-05,44,0
SL009048,P0464,W04,2024-04-28,35,0
SL009049,P0270,W05,2024-04-03,41,0
SL009050,P0221,W04,2024-08-15,39,0
SL009051,P0152,W04,2024-12-30,16,0
SL009052,P0111,W05,2024-07-04,21,1
SL009053,P0183,W04,2024-11-29,21,0
SL009054,P0399,W02,2024-07-03,1,0
SL009055,P0339,W03,2024-10-06,30,0
SL009056,P0072,W03,2024-08-17,47,0
SL009057,P0418,W01,2024-09-21,34,1
SL009058,P0386,W01,2024-06-06,48,0
SL009059,P0283,W05,2024-12-17,39,0
SL009060,P0074,W02,2024-03-17,46,0
SL009061,P0355,W01,2024-03-22,23,0
SL009062,P0215,W03,2024-06-29,34,0
SL009063,P0497,W01,2024-12-07,30,1
SL009064,P0328,W01,2024-07-14,33,0
SL009065,P0476,W04,2024-02-29,16,0
SL009066,P0023,W01,2024-05-30,41,0
SL009067,P0068,W05,2024-03-01,30,0
SL009068,P0398,W03,2024-05-14,3,0
SL009069,P0447,W05,2024-11-26,45,0
SL009070,P0373,W05,2024-02-08,2,0
SL009071,P0362,W02,2024-09-09,26,0
SL009072,P0093,W04,2024-04-15,18,1
SL009073,P0321,W05,2024-08-20,2,1
SL009074,P0324,W02,2024-12-19,40,0
SL009075,P0384,W03,2024-06-18,3,0
SL009076,P0063,W03,2024-08-04,17,0
SL009077,P0224,W02,2024-12-13,24,1
SL009078,P0225,W05,2024-01-14,2,0
SL009079,P0369,W05,2024-01-16,6,0
SL009080,P0346,W04,2024-08-06,40,0
SL009081,P0337,W04,2024-06-17,26,0
SL009082,P0103,W03,2024-01-14,49,1
SL009083,P0215,W04,2024-08-30,6,1
SL009084,P0192,W02,2024-11-14,12,1
SL009085,P0160,W03,2024-01-08,21,0
SL009086,P0372,W05,2024-10-09,16,0
SL009087,P0207,W03,2024-04-20,6,0
SL009088,P0269,W01,2024-02-09,34,0
SL009089,P0194,W03,2024-03-08,3,0
SL009090,P0380,W04,2024-05-02,41,1
SL009091,P0403,W02,2024-11-12,19,0
SL009092,P0152,W05,2024-06-14,29,0
SL009093,P0237,W05,2024-07-21,32,0
SL009094,P0088,W04,2024-05-07,10,0
SL009095,P0011,W04,2024-12-29,27,0
SL009096,P0187,W04,2024-05-31,29,1
SL009097,P0214,W01,2024-05-25,13,0
SL009098,P0015,W02,2024-02-18,20,0
SL009099,P0266,W01,2024-01-03,28,0
SL009100,P0297,W04,2024-09-07,27,0
SL009101,P0411,W02,2024-03-17,13,0
SL009102,P0444,W04,2024-08-07,25,0
SL009103,P0073,W02,2024-12-13,29,0
SL009104,P0052,W05,2024-08-15,15,0
SL009105,P0128,W01,2024-04-27,45,0
SL009106,P0028,W04,2024-09-23,45,0
SL009107,P0065,W04,2024-08-22,30,0
SL009108,P0017,W03,2024-06-16,38,0
SL009109,P0351,W05,2024-09-16,32,0
SL009110,P0428,W04,2024-07-11,7,1
SL009111,P0138,W01,2024-07-02,35,0
SL009112,P0319,W05,2024-01-10,33,0
SL009113,P0229,W04,2024-12-02,12,1
SL009114,P0254,W01,2024-11-22,23,0
SL009115,P0477,W03,2024-12-24,5,0
SL009116,P0210,W03,2024-05-20,43,1
