PO_ID,SKU,Supplier_ID,Order_Date,Quantity_Ordered,Delivery_Date,Status
PO002670,P0419,S09,2024-02-25,323,2024-03-09,Delivered
PO002671,P0369,S02,2024-01-13,360,2024-01-18,Delivered
PO002672,P0393,S07,2024-03-13,106,2024-03-18,Delivered
PO002673,P0122,S10,2024-06-17,257,2024-07-06,Delivered
PO002674,P0083,S02,2024-10-19,314,2024-10-29,Delivered
PO002675,P0110,S02,2024-06-25,97,2024-07-01,Delivered
PO002676,P0167,S09,2024-11-27,495,2024-12-16,Delivered
PO002677,P0452,S04,2024-02-24,132,2024-03-03,Delivered
PO002678,P0317,S02,2024-12-11,107,2024-12-19,Delivered
PO002679,P0232,S01,2024-07-17,475,2024-08-01,Delivered
PO002680,P0475,S01,2024-01-10,477,2024-01-15,Delivered
PO002681,P0136,S02,2024-09-24,378,2024-09-29,Delivered
PO002682,P0485,S04,2024-03-21,384,2024-03-27,Delivered
PO002683,P0349,S06,2024-12-25,86,2025-01-06,Pending
PO002684,P0126,S08,2024-12-31,179,2025-01-12,Pending
PO002685,P0160,S05,2024-08-29,171,2024-09-06,Delivered
PO002686,P0430,S10,2024-12-20,464,2025-01-04,Pending
PO002687,P0394,S07,2024-09-19,386,2024-09-29,Delivered
PO002688,P0275,S07,2024-08-13,365,2024-08-25,Delivered
PO002689,P0256,S06,2024-09-13,316,2024-09-21,Delivered
PO002690,P0437,S09,2024-06-01,310,2024-06-19,Delivered
PO002691,P0146,S09,2024-04-23,152,2024-05-12,Delivered
PO002692,P0190,S01,2024-05-28,475,2024-06-08,Delivered
PO002693,P0254,S04,2024-06-03,297,2024-06-21,Delivered
PO002694,P0346,S07,2024-08-15,259,2024-08-27,Delivered
PO002695,P0030,S07,2024-03-16,165,2024-04-04,Delivered
PO002696,P0477,S05,2024-05-11,230,2024-05-16,Delivered
PO002697,P0470,S01,2024-01-09,170,2024-01-26,Delivered
PO002698,P0044,S01,2024-06-22,211,2024-07-03,Delivered
PO002699,P0460,S10,2024-10-02,130,2024-10-21,Delivered
PO002700,P0175,S09,2024-08-16,469,2024-09-02,Delivered
PO002701,P0407,S10,2024-10-29,296,2024-11-15,Delivered
PO002702,P0062,S09,2024-10-25,233,2024-11-01,Delivered
PO002703,P0189,S02,2024-03-21,427,2024-03-30,Delivered
PO002704,P0182,S03,2024-07-02,68,2024-07-16,Delivered
PO002705,P0009,S01,2024-12-20,472,2025-01-04,Pending
PO002706,P0203,S09,2024-02-25,355,2024-03-13,Delivered
PO002707,P0277,S08,2024-09-19,281,2024-10-08,Delivered
PO002708,P0459,S10,2024-08-26,151,2024-09-14,Delivered
PO002709,P0095,S09,2024-12-23,439,2025-01-01,Pending
PO002710,P0488,S04,2024-11-04,236,2024-11-09,Delivered
PO002711,P0096,S09,2024-10-18,201,2024-10-30,Delivered
PO002712,P0041,S08,2024-01-14,362,2024-01-24,Delivered
PO002713,P0272,S03,2024-05-24,409,2024-06-05,Delivered
PO002714,P0239,S03,2024-12-09,490,2024-12-14,Delivered
PO002715,P0204,S10,2024-06-19,366,2024-06-26,Delivered
PO002716,P0010,S07,2024-06-01,319,2024-06-20,Delivered
PO002717,P0198,S09,2024-03-26,155,2024-04-02,Delivered
PO002718,P0101,S03,2024-02-18,373,2024-02-25,Delivered
PO002719,P0340,S04,2024-02-03,166,2024-02-18,Delivered
PO002720,P0291,S01,2024-06-15,262,2024-06-28,Delivered
PO002721,P0231,S08,2024-05-20,447,2024-06-06,Delivered
PO002722,P0426,S08,2024-04-01,258,2024-04-09,Delivered
PO002723,P0331,S04,2024-03-28,98,2024-04-12,Delivered
PO002724,P0002,S07,2024-04-20,213,2024-04-30,Delivered
PO002725,P0275,S02,2024-05-13,55,2024-06-01,Delivered
PO002726,P0410,S06,2024-06-20,294,2024-07-09,Delivered
PO002727,P0419,S02,2024-06-13,288,2024-06-19,Delivered
PO002728,P0314,S02,2024-12-08,275,2024-12-26,Delivered
PO002729,P0190,S05,2024-10-26,193,2024-11-10,Delivered
PO002730,P0493,S10,2024-10-10,227,2024-10-28,Delivered
PO002731,P0130,S08,2024-02-12,345,2024-02-24,Delivered
PO002732,P0274,S08,2024-10-25,218,2024-11-03,Delivered
PO002733,P0158,S08,2024-02-29,315,2024-03-12,Delivered
PO002734,P0253,S01,2024-04-05,148,2024-04-16,Delivered
PO002735,P0277,S02,2024-11-20,164,2024-11-27,Delivered
PO002736,P0397,S06,2024-03-09,238,2024-03-27,Delivered
PO002737,P0411,S05,2024-02-03,494,2024-02-20,Delivered
PO002738,P0066,S06,2024-11-12,324,2024-11-26,Delivered
PO002739,P0246,S09,2024-10-08,326,2024-10-16,Delivered
PO002740,P0380,S01,2024-08-29,474,2024-09-15,Delivered
PO002741,P0285,S07,2024-11-14,159,2024-12-01,Delivered
PO002742,P0347,S03,2024-06-20,268,2024-06-27,Delivered
PO002743,P0379,S09,2024-08-13,153,2024-08-22,Delivered
PO002744,P0214,S08,2024-05-20,216,2024-05-31,Delivered
PO002745,P0058,S04,2024-10-03,280,2024-10-20,Delivered
PO002746,P0495,S10,2024-05-08,461,2024-05-25,Delivered
PO002747,P0415,S06,2024-10-31,136,2024-11-18,Delivered
PO002748,P0176,S03,2024-11-15,378,2024-11-29,Delivered
PO002749,P0080,S05,2024-04-09,396,2024-04-15,Delivered
PO002750,P0253,S02,2024-02-22,374,2024-03-10,Delivered
PO002751,P0338,S06,2024-04-05,209,2024-04-17,Delivered
PO002752,P0001,S02,2024-05-10,398,2024-05-18,Delivered
PO002753,P0101,S07,2024-10-05,342,2024-10-10,Delivered
PO002754,P0236,S03,2024-10-03,110,2024-10-09,Delivered
PO002755,P0259,S07,2024-08-06,173,2024-08-23,Delivered
PO002756,P0131,S04,2024-11-03,179,2024-11-16,Delivered
PO002757,P0053,S01,2024-12-20,289,2025-01-02,Pending
PO002758,P0457,S09,2024-05-18,482,2024-05-28,Delivered
PO002759,P0332,S05,2024-11-17,453,2024-12-02,Delivered
PO002760,P0230,S04,2024-07-18,361,2024-07-26,Delivered
PO002761,P0099,S04,2024-07-07,366,2024-07-14,Delivered
PO002762,P0296,S07,2024-06-09,393,2024-06-26,Delivered
PO002763,P0152,S02,2024-10-24,232,2024-11-06,Delivered
PO002764,P0434,S09,2024-04-01,335,2024-04-19,Delivered
PO002765,P0162,S06,2024-11-22,119,2024-12-05,Delivered
PO002766,P0120,S06,2024-08-17,142,2024-08-22,Delivered
PO002767,P0259,S02,2024-08-11,153,2024-08-23,Delivered
PO002768,P0418,S04,2024-02-24,340,2024-03-02,Delivered
PO002769,P0027,S02,2024-12-14,434,2024-12-28,Delivered
PO002770,P0197,S08,2024-10-18,475,2024-11-03,Delivered
PO002771,P0282,S08,2024-04-23,462,2024-05-05,Delivered
PO002772,P0170,S04,2024-08-21,297,2024-09-03,Delivered
PO002773,P0427,S06,2024-08-30,375,2024-09-07,Delivered
PO002774,P0446,S08,2024-09-14,365,2024-10-02,Delivered
PO002775,P0379,S09,2024-02-18,270,2024-02-23,Delivered
PO002776,P0372,S05,2024-03-25,341,2024-04-05,Delivered
PO002777,P0464,S08,2024-12-12,169,2024-12-23,Delivered
PO002778,P0077,S05,2024-05-31,145,2024-06-07,Delivered
PO002779,P0042,S05,2024-07-22,81,2024-08-08,Delivered
PO002780,P0243,S03,2024-03-14,434,2024-03-28,Delivered
PO002781,P0243,S01,2024-04-23,229,2024-05-10,Delivered
PO002782,P0071,S05,2024-10-25,215,2024-11-01,Delivered
PO002783,P0184,S06,2024-02-22,181,2024-02-27,Delivered
PO002784,P0219,S09,2024-03-08,380,2024-03-20,Delivered
PO002785,P0026,S07,2024-08-12,260,2024-08-30,Delivered
PO002786,P0131,S10,2024-06-27,119,2024-07-13,Delivered
PO002787,P0364,S09,2024-04-21,353,2024-05-09,Delivered
PO002788,P0331,S08,2024-02-19,112,2024-03-05,Delivered
PO002789,P0325,S10,2024-07-27,396,2024-08-06,Delivered
PO002790,P0460,S10,2024-01-17,73,2024-01-26,Delivered
PO002791,P0354,S10,2024-07-17,304,2024-07-28,Delivered
PO002792,P0345,S08,2024-02-26,384,2024-03-14,Delivered
PO002793,P0415,S08,2024-11-09,222,2024-11-26,Delivered
PO002794,P0400,S03,2024-11-09,407,2024-11-19,Delivered
PO002795,P0361,S10,2024-11-26,242,2024-12-01,Delivered
PO002796,P0404,S02,2024-07-26,484,2024-08-12,Delivered
PO002797,P0095,S06,2024-08-19,489,2024-09-07,Delivered
PO002798,P0229,S02,2024-12-24,127,2025-01-04,Pending
PO002799,P0044,S03,2024-01-19,306,2024-02-05,Delivered
PO002800,P0466,S03,2024-06-29,121,2024-07-12,Delivered
PO002801,P0016,S05,2024-06-20,328,2024-07-02,Delivered
PO002802,P0069,S05,2024-01-10,400,2024-01-22,Delivered
PO002803,P0498,S02,2024-12-10,71,2024-12-23,Delivered
PO002804,P0315,S06,2024-01-06,226,2024-01-21,Delivered
PO002805,P0343,S05,2024-07-05,330,2024-07-18,Delivered
PO002806,P0032,S10,2024-08-22,170,2024-09-03,Delivered
PO002807,P0499,S06,2024-10-21,140,2024-11-08,Delivered
PO002808,P0467,S02,2024-08-29,373,2024-09-17,Delivered
PO002809,P0427,S06,2024-10-07,370,2024-10-15,Delivered
PO002810,P0371,S07,2024-10-31,230,2024-11-08,Delivered
PO002811,P0023,S08,2024-12-26,150,2025-01-14,Pending
PO002812,P0045,S08,2024-04-10,454,2024-04-29,Delivered
PO002813,P0058,S01,2024-04-25,91,2024-05-09,Delivered
PO002814,P0197,S10,2024-08-10,325,2024-08-22,Delivered
PO002815,P0222,S01,2024-06-25,65,2024-07-08,Delivered
PO002816,P0132,S03,2024-11-30,369,2024-12-17,Delivered
PO002817,P0373,S10,2024-04-26,98,2024-05-10,Delivered
PO002818,P0423,S08,2024-09-17,242,2024-09-25,Delivered
PO002819,P0003,S06,2024-01-01,388,2024-01-13,Delivered
PO002820,P0064,S02,2024-08-21,216,2024-09-08,Delivered
PO002821,P0115,S04,2024-09-29,488,2024-10-14,Delivered
PO002822,P0407,S03,2024-12-29,455,2025-01-08,Pending
PO002823,P0497,S07,2024-02-03,253,2024-02-21,Delivered
PO002824,P0269,S03,2024-08-01,197,2024-08-11,Delivered
PO002825,P0178,S05,2024-08-19,198,2024-09-06,Delivered
PO002826,P0478,S08,2024-05-16,457,2024-05-23,Delivered
PO002827,P0104,S01,2024-03-02,301,2024-03-16,Delivered
PO002828,P0086,S09,2024-06-04,209,2024-06-21,Delivered
PO002829,P0329,S03,2024-01-17,181,2024-02-05,Delivered
PO002830,P0117,S06,2024-03-26,183,2024-03-31,Delivered
PO002831,P0119,S03,2024-03-18,409,2024-04-02,Delivered
PO002832,P0074,S10,2024-01-27,264,2024-02-05,Delivered
PO002833,P0360,S10,2024-07-30,495,2024-08-12,Delivered
PO002834,P0184,S05,2024-08-16,143,2024-09-04,Delivered
PO002835,P0063,S06,2024-07-08,98,2024-07-27,Delivered
PO002836,P0168,S05,2024-12-04,439,2024-12-10,Delivered
PO002837,P0433,S01,2024-09-25,112,2024-09-30,Delivered
PO002838,P0209,S09,2024-11-28,206,2024-12-06,Delivered
PO002839,P0041,S01,2024-07-14,174,2024-07-23,Delivered
PO002840,P0373,S03,2024-05-19,222,2024-06-03,Delivered
PO002841,P0200,S10,2024-03-22,66,2024-04-08,Delivered
PO002842,P0097,S07,2024-06-22,332,2024-07-09,Delivered
PO002843,P0059,S05,2024-01-31,423,2024-02-07,Delivered
PO002844,P0272,S05,2024-07-05,134,2024-07-19,Delivered
PO002845,P0285,S08,2024-03-24,66,2024-04-07,Delivered
PO002846,P0489,S09,2024-04-02,225,2024-04-14,Delivered
PO002847,P0020,S03,2024-01-04,465,2024-01-16,Delivered
PO002848,P0122,S04,2024-04-16,290,2024-05-05,Delivered
PO002849,P0183,S03,2024-10-26,149,2024-11-08,Delivered
PO002850,P0274,S08,2024-11-21,397,2024-12-03,Delivered
PO002851,P0390,S04,2024-12-19,199,2024-12-28,Delivered
PO002852,P0361,S04,2024-05-28,60,2024-06-11,Delivered
PO002853,P0092,S10,2024-10-14,359,2024-10-24,Delivered
PO002854,P0314,S10,2024-03-08,267,2024-03-14,Delivered
PO002855,P0430,S06,2024-02-23,289,2024-03-02,Delivered
PO002856,P0400,S04,2024-01-03,305,2024-01-13,Delivered
PO002857,P0268,S05,2024-08-24,170,2024-09-06,Delivered
PO002858,P0019,S09,2024-10-26,284,2024-11-12,Delivered
PO002859,P0136,S07,2024-04-25,145,2024-05-12,Delivered
PO002860,P0357,S09,2024-10-23,69,2024-10-30,Delivered
PO002861,P0316,S09,2024-04-23,137,2024-05-08,Delivered
PO002862,P0240,S05,2024-09-27,487,2024-10-02,Delivered
PO002863,P0457,S04,2024-04-26,332,2024-05-12,Delivered
PO002864,P0064,S03,2024-12-18,168,2025-01-03,Pending
PO002865,P0359,S03,2024-02-12,305,2024-02-26,Delivered
PO002866,P0489,S09,2024-05-14,268,2024-05-20,Delivered
PO002867,P0145,S07,2024-04-06,373,2024-04-23,Delivered
PO002868,P0064,S04,2024-05-23,111,2024-06-02,Delivered
PO002869,P0400,S01,2024-11-10,141,2024-11-19,Delivered
PO002870,P0100,S08,2024-10-27,184,2024-11-12,Delivered
PO002871,P0306,S02,2024-09-19,318,2024-09-29,Delivered
PO002872,P0469,S08,2024-12-10,201,2024-12-28,Delivered
PO002873,P0383,S08,2024-12-01,483,2024-12-11,Delivered
PO002874,P0060,S03,2024-08-13,491,2024-08-18,Delivered
PO002875,P0402,S08,2024-04-30,249,2024-05-16,Delivered
PO002876,P0219,S06,2024-10-04,341,2024-10-10,Delivered
PO002877,P0019,S05,2024-07-12,352,2024-07-30,Delivered
PO002878,P0222,S05,2024-12-12,412,2024-12-21,Delivered
PO002879,P0192,S01,2024-04-22,335,2024-05-08,Delivered
PO002880,P0412,S06,2024-11-04,306,2024-11-20,Delivered
PO002881,P0357,S04,2024-04-01,155,2024-04-11,Delivered
PO002882,P0325,S07,2024-06-01,483,2024-06-14,Delivered
PO002883,P0186,S04,2024-02-02,142,2024-02-19,Delivered
PO002884,P0356,S05,2024-09-15,123,2024-09-21,Delivered
PO002885,P0486,S05,2024-05-14,312,2024-05-27,Delivered
PO002886,P0349,S05,2024-02-01,191,2024-02-09,Delivered
PO002887,P0393,S01,2024-07-17,102,2024-07-24,Delivered
PO002888,P0473,S06,2024-02-18,392,2024-02-26,Delivered
PO002889,P0047,S06,2024-01-10,484,2024-01-20,Delivered
PO002890,P0056,S03,2024-01-22,401,2024-02-10,Delivered
PO002891,P0134,S09,2024-10-11,85,2024-10-27,Delivered
PO002892,P0376,S02,2024-12-24,221,2025-01-03,Pending
PO002893,P0396,S02,2024-12-04,332,2024-12-14,Delivered
PO002894,P0302,S03,2024-03-03,193,2024-03-09,Delivered
PO002895,P0030,S09,2024-12-09,337,2024-12-26,Delivered
PO002896,P0369,S01,2024-03-30,64,2024-04-16,Delivered
PO002897,P0187,S01,2024-06-19,429,2024-06-29,Delivered
PO002898,P0300,S03,2024-10-28,63,2024-11-05,Delivered
PO002899,P0245,S03,2024-10-06,349,2024-10-13,Delivered
PO002900,P0009,S02,2024-05-31,52,2024-06-19,Delivered
PO002901,P0424,S03,2024-10-27,281,2024-11-05,Delivered
PO002902,P0406,S04,2024-04-06,203,2024-04-11,Delivered
PO002903,P0255,S07,2024-02-02,278,2024-02-11,Delivered
PO002904,P0174,S03,2024-05-09,389,2024-05-20,Delivered
PO002905,P0283,S10,2024-08-26,300,2024-09-07,Delivered
PO002906,P0010,S01,2024-01-05,346,2024-01-24,Delivered
PO002907,P0364,S08,2024-04-18,338,2024-05-06,Delivered
PO002908,P0448,S09,2024-11-09,203,2024-11-25,Delivered
PO002909,P0333,S09,2024-07-11,420,2024-07-27,Delivered
PO002910,P0332,S02,2024-04-22,239,2024-04-30,Delivered
PO002911,P0056,S04,2024-11-22,126,2024-12-07,Delivered
PO002912,P0431,S04,2024-06-22,113,2024-07-01,Delivered
PO002913,P0268,S08,2024-03-31,360,2024-04-18,Delivered
PO002914,P0284,S04,2024-11-26,367,2024-12-11,Delivered
PO002915,P0059,S07,2024-11-27,312,2024-12-02,Delivered
PO002916,P0062,S08,2024-05-30,228,2024-06-11,Delivered
PO002917,P0164,S02,2024-11-22,375,2024-12-03,Delivered
PO002918,P0255,S05,2024-04-03,263,2024-04-09,Delivered
PO002919,P0399,S01,2024-06-02,160,2024-06-17,Delivered
PO002920,P0265,S05,2024-08-24,310,2024-08-31,Delivered
PO002921,P0466,S03,2024-06-29,473,2024-07-04,Delivered
PO002922,P0126,S01,2024-11-15,395,2024-12-02,Delivered
PO002923,P0232,S08,2024-02-05,269,2024-02-24,Delivered
PO002924,P0091,S08,2024-02-03,494,2024-02-17,Delivered
PO002925,P0408,S02,2024-05-14,272,2024-06-02,Delivered
PO002926,P0290,S07,2024-10-28,141,2024-11-07,Delivered
PO002927,P0175,S02,2024-02-24,388,2024-03-02,Delivered
PO002928,P0112,S08,2024-04-13,482,2024-04-20,Delivered
PO002929,P0374,S03,2024-07-27,100,2024-08-05,Delivered
PO002930,P0265,S10,2024-07-02,381,2024-07-10,Delivered
PO002931,P0413,S01,2024-12-25,395,2025-01-04,Pending
PO002932,P0048,S05,2024-10-20,165,2024-10-29,Delivered
PO002933,P0082,S09,2024-07-16,275,2024-08-02,Delivered
PO002934,P0412,S05,2024-03-10,124,2024-03-19,Delivered
PO002935,P0277,S08,2024-09-04,426,2024-09-10,Delivered
PO002936,P0227,S05,2024-02-06,269,2024-02-12,Delivered
PO002937,P0049,S05,2024-04-02,149,2024-04-08,Delivered
PO002938,P0023,S10,2024-10-29,400,2024-11-16,Delivered
PO002939,P0029,S07,2024-07-08,88,2024-07-16,Delivered
PO002940,P0101,S03,2024-08-01,376,2024-08-19,Delivered
PO002941,P0484,S08,2024-03-19,317,2024-03-25,Delivered
PO002942,P0458,S05,2024-05-14,344,2024-05-21,Delivered
PO002943,P0340,S04,2024-07-31,480,2024-08-16,Delivered
PO002944,P0267,S09,2024-12-14,56,2025-01-01,Pending
PO002945,P0191,S02,2024-10-16,71,2024-10-27,Delivered
PO002946,P0250,S03,2024-12-13,479,2024-12-24,Delivered
PO002947,P0038,S04,2024-03-15,353,2024-03-22,Delivered
PO002948,P0021,S02,2024-10-21,317,2024-11-05,Delivered
PO002949,P0415,S01,2024-04-16,68,2024-04-26,Delivered
PO002950,P0205,S10,2024-12-28,473,2025-01-08,Pending
PO002951,P0372,S05,2024-06-16,297,2024-06-22,Delivered
PO002952,P0311,S08,2024-08-06,456,2024-08-19,Delivered
PO002953,P0440,S05,2024-11-08,491,2024-11-16,Delivered
PO002954,P0210,S10,2024-07-02,482,2024-07-12,Delivered
PO002955,P0302,S07,2024-09-18,320,2024-09-24,Delivered
PO002956,P0348,S10,2024-01-13,58,2024-01-28,Delivered
PO002957,P0006,S10,2024-02-18,156,2024-03-08,Delivered
PO002958,P0410,S03,2024-06-11,346,2024-06-29,Delivered
PO002959,P0164,S10,2024-11-27,378,2024-12-04,Delivered
PO002960,P0063,S01,2024-12-22,205,2025-01-09,Pending
PO002961,P0324,S01,2024-06-14,482,2024-06-21,Delivered
PO002962,P0096,S09,2024-06-17,125,2024-07-06,Delivered
PO002963,P0130,S10,2024-06-03,374,2024-06-10,Delivered
PO002964,P0183,S09,2024-02-12,421,2024-03-01,Delivered
PO002965,P0470,S05,2024-03-31,190,2024-04-19,Delivered
PO002966,P0141,S07,2024-11-03,145,2024-11-11,Delivered
PO002967,P0268,S06,2024-10-09,328,2024-10-14,Delivered
PO002968,P0118,S09,2024-03-27,55,2024-04-13,Delivered
PO002969,P0195,S05,2024-07-02,61,2024-07-12,Delivered
PO002970,P0328,S03,2024-11-26,351,2024-12-02,Delivered
PO002971,P0249,S01,2024-10-22,122,2024-11-07,Delivered
PO002972,P0424,S02,2024-10-12,284,2024-10-30,Delivered
PO002973,P0093,S10,2024-06-05,338,2024-06-14,Delivered
PO002974,P0184,S08,2024-01-17,277,2024-01-27,Delivered
PO002975,P0086,S02,2024-01-09,497,2024-01-27,Delivered
PO002976,P0319,S03,2024-10-22,293,2024-10-30,Delivered
PO002977,P0153,S08,2024-08-03,147,2024-08-19,Delivered
PO002978,P0008,S02,2024-04-23,462,2024-05-02,Delivered
PO002979,P0457,S04,2024-08-06,409,2024-08-14,Delivered
PO002980,P0288,S07,2024-02-09,86,2024-02-16,Delivered
PO002981,P0045,S05,2024-05-13,51,2024-05-23,Delivered
PO002982,P0282,S04,2024-03-13,332,2024-03-21,Delivered
PO002983,P0289,S04,2024-06-26,207,2024-07-12,Delivered
PO002984,P0141,S08,2024-12-04,202,2024-12-21,Delivered
PO002985,P0224,S01,2024-05-12,184,2024-05-26,Delivered
PO002986,P0128,S09,2024-06-17,420,2024-06-28,Delivered
PO002987,P0496,S02,2024-08-06,102,2024-08-25,Delivered
PO002988,P0427,S09,2024-02-03,460,2024-02-14,Delivered
PO002989,P0142,S03,2024-07-25,142,2024-08-10,Delivered
PO002990,P0313,S09,2024-05-14,90,2024-06-02,Delivered
PO002991,P0396,S06,2024-02-10,219,2024-02-16,Delivered
PO002992,P0487,S06,2024-07-01,241,2024-07-06,Delivered
PO002993,P0165,S04,2024-11-11,458,2024-11-16,Delivered
PO002994,P0161,S01,2024-10-05,255,2024-10-24,Delivered
PO002995,P0403,S08,2024-06-07,148,2024-06-14,Delivered
PO002996,P0020,S06,2024-11-08,239,2024-11-15,Delivered
PO002997,P0307,S01,2024-11-01,125,2024-11-10,Delivered
PO002998,P0179,S03,2024-09-11,249,2024-09-21,Delivered
PO002999,P0201,S01,2024-08-19,280,2024-08-26,Delivered
PO003000,P0026,S10,2024-08-19,389,2024-09-04,Delivered
PO003001,P0190,S08,2024-05-12,332,2024-05-26,Delivered
PO003002,P0033,S05,2024-10-28,114,2024-11-13,Delivered
PO003003,P0263,S05,2024-11-05,403,2024-11-13,Delivered
PO003004,P0180,S05,2024-03-21,93,2024-03-30,Delivered
PO003005,P0202,S06,2024-11-27,252,2024-12-04,Delivered
PO003006,P0220,S08,2024-09-18,232,2024-09-28,Delivered
PO003007,P0254,S09,2024-12-24,407,2025-01-01,Pending
PO003008,P0261,S03,2024-07-06,356,2024-07-15,Delivered
PO003009,P0436,S05,2024-07-01,59,2024-07-17,Delivered
PO003010,P0164,S01,2024-10-17,495,2024-10-29,Delivered
PO003011,P0124,S07,2024-08-09,116,2024-08-22,Delivered
PO003012,P0052,S06,2024-06-21,206,2024-07-08,Delivered
PO003013,P0145,S06,2024-05-07,368,2024-05-12,Delivered
PO003014,P0092,S03,2024-12-28,237,2025-01-06,Pending
PO003015,P0386,S01,2024-12-12,401,2024-12-22,Delivered
PO003016,P0342,S10,2024-05-26,380,2024-06-10,Delivered
PO003017,P0497,S02,2024-07-31,247,2024-08-10,Delivered
PO003018,P0187,S03,2024-08-24,53,2024-09-07,Delivered
PO003019,P0481,S09,2024-05-28,375,2024-06-03,Delivered
PO003020,P0146,S03,2024-01-07,224,2024-01-13,Delivered
PO003021,P0017,S05,2024-08-09,80,2024-08-25,Delivered
PO003022,P0063,S04,2024-06-30,235,2024-07-12,Delivered
PO003023,P0064,S10,2024-12-16,116,2024-12-29,Delivered
PO003024,P0391,S05,2024-08-30,292,2024-09-05,Delivered
PO003025,P0480,S08,2024-04-30,368,2024-05-11,Delivered
PO003026,P0039,S01,2024-06-24,442,2024-07-06,Delivered
PO003027,P0037,S01,2024-06-26,93,2024-07-07,Delivered
PO003028,P0038,S10,2024-10-10,412,2024-10-24,Delivered
PO003029,P0093,S10,2024-02-10,373,2024-02-24,Delivered
PO003030,P0243,S05,2024-01-03,76,2024-01-17,Delivered
PO003031,P0176,S06,2024-08-22,367,2024-09-01,Delivered
PO003032,P0324,S02,2024-01-08,433,2024-01-27,Delivered
PO003033,P0238,S02,2024-01-16,219,2024-01-29,Delivered
PO003034,P0087,S01,2024-05-01,408,2024-05-14,Delivered
PO003035,P0399,S10,2024-12-08,73,2024-12-26,Delivered
PO003036,P0017,S06,2024-05-24,167,2024-06-08,Delivered
PO003037,P0152,S01,2024-01-29,72,2024-02-14,Delivered
PO003038,P0122,S07,2024-08-17,422,2024-09-03,Delivered
PO003039,P0424,S07,2024-12-13,475,2024-12-20,Delivered
PO003040,P0224,S09,2024-03-14,171,2024-03-20,Delivered
PO003041,P0451,S09,2024-01-05,452,2024-01-11,Delivered
PO003042,P0033,S05,2024-02-24,386,2024-02-29,Delivered
PO003043,P0491,S09,2024-12-24,458,2025-01-02,Pending
PO003044,P0495,S02,2024-11-02,238,2024-11-20,Delivered
PO003045,P0209,S06,2024-12-27,418,2025-01-01,Pending
PO003046,P0058,S03,2024-06-13,349,2024-06-29,Delivered
PO003047,P0037,S01,2024-08-20,246,2024-08-25,Delivered
PO003048,P0409,S05,2024-08-19,446,2024-09-04,Delivered
PO003049,P0108,S03,2024-10-20,174,2024-10-27,Delivered
PO003050,P0270,S10,2024-01-26,240,2024-02-03,Delivered
PO003051,P0429,S02,2024-05-05,123,2024-05-24,Delivered
PO003052,P0156,S03,2024-04-06,359,2024-04-23,Delivered
PO003053,P0170,S05,2024-11-11,407,2024-11-21,Delivered
PO003054,P0038,S09,2024-03-23,417,2024-04-03,Delivered
PO003055,P0414,S06,2024-07-20,352,2024-07-26,Delivered
PO003056,P0123,S01,2024-01-15,254,2024-01-20,Delivered
PO003057,P0214,S10,2024-04-12,130,2024-04-24,Delivered
PO003058,P0408,S10,2024-02-11,229,2024-02-18,Delivered
PO003059,P0125,S04,2024-05-26,410,2024-06-13,Delivered
PO003060,P0479,S07,2024-04-18,151,2024-04-28,Delivered
PO003061,P0002,S04,2024-01-06,107,2024-01-18,Delivered
PO003062,P0400,S03,2024-08-06,232,2024-08-11,Delivered
PO003063,P0031,S03,2024-07-29,166,2024-08-05,Delivered
PO003064,P0453,S04,2024-11-15,258,2024-12-03,Delivered
PO003065,P0348,S08,2024-08-14,430,2024-08-20,Delivered
PO003066,P0481,S01,2024-03-30,123,2024-04-09,Delivered
PO003067,P0055,S03,2024-06-04,437,2024-06-22,Delivered
PO003068,P0045,S05,2024-06-11,457,2024-06-28,Delivered
PO003069,P0328,S01,2024-11-25,491,2024-12-06,Delivered
PO003070,P0443,S01,2024-07-04,498,2024-07-21,Delivered
PO003071,P0422,S08,2024-01-23,51,2024-02-10,Delivered
PO003072,P0460,S09,2024-08-30,420,2024-09-11,Delivered
PO003073,P0395,S08,2024-10-06,375,2024-10-14,Delivered
PO003074,P0113,S09,2024-02-29,274,2024-03-08,Delivered
PO003075,P0200,S02,2024-10-06,319,2024-10-19,Delivered
PO003076,P0014,S06,2024-03-21,150,2024-03-29,Delivered
PO003077,P0110,S03,2024-09-02,241,2024-09-19,Delivered
PO003078,P0217,S04,2024-11-23,112,2024-12-03,Delivered
PO003079,P0160,S04,2024-11-25,485,2024-12-08,Delivered
PO003080,P0257,S06,2024-09-09,438,2024-09-19,Delivered
PO003081,P0031,S03,2024-06-09,370,2024-06-23,Delivered
PO003082,P0211,S02,2024-10-31,220,2024-11-06,Delivered
PO003083,P0307,S04,2024-04-15,417,2024-04-29,Delivered
PO003084,P0421,S06,2024-09-22,70,2024-09-28,Delivered
PO003085,P0433,S05,2024-10-03,61,2024-10-15,Delivered
PO003086,P0320,S08,2024-12-24,499,2025-01-05,Pending
PO003087,P0150,S07,2024-02-28,417,2024-03-10,Delivered
PO003088,P0247,S07,2024-06-05,146,2024-06-12,Delivered
PO003089,P0400,S01,2024-09-08,131,2024-09-18,Delivered
PO003090,P0140,S04,2024-06-08,212,2024-06-25,Delivered
PO003091,P0398,S03,2024-10-20,88,2024-10-25,Delivered
PO003092,P0025,S07,2024-08-15,492,2024-08-22,Delivered
