Transaction_ID,SKU,Warehouse_ID,Transaction_Date,Transaction_Type,Quantity
TX006289,P0442,W04,2024-05-17,Issue,-7
TX006290,P0397,W04,2024-05-16,Receipt,58
TX006291,P0003,W04,2024-07-14,Receipt,140
TX006292,P0027,W03,2024-01-05,Receipt,56
TX006293,P0050,W02,2024-12-22,Issue,-23
TX006294,P0357,W04,2024-04-27,Issue,-192
TX006295,P0310,W05,2024-01-16,Issue,-90
TX006296,P0381,W04,2024-11-28,Issue,-192
TX006297,P0056,W02,2024-09-14,Receipt,168
TX006298,P0148,W01,2024-09-30,Receipt,94
TX006299,P0097,W01,2024-10-19,Issue,-107
TX006300,P0397,W01,2024-08-16,Issue,-128
TX006301,P0116,W05,2024-10-31,Issue,-33
TX006302,P0122,W01,2024-09-21,Receipt,179
TX006303,P0472,W03,2024-07-12,Receipt,190
TX006304,P0050,W03,2024-06-06,Receipt,108
TX006305,P0106,W01,2024-02-24,Issue,-100
TX006306,P0344,W01,2024-09-30,Receipt,116
TX006307,P0340,W02,2024-06-16,Receipt,107
TX006308,P0283,W03,2024-04-17,Issue,-131
TX006309,P0018,W02,2024-10-20,Receipt,35
TX006310,P0412,W02,2024-01-13,Issue,-146
TX006311,P0484,W01,2024-05-04,Issue,-30
TX006312,P0353,W02,2024-01-26,Issue,-57
TX006313,P0442,W01,2024-01-31,Issue,-19
TX006314,P0127,W01,2024-02-24,Issue,-34
TX006315,P0032,W04,2024-09-12,Issue,-132
TX006316,P0007,W03,2024-11-15,Receipt,24
TX006317,P0399,W05,2024-03-15,Issue,-71
TX006318,P0334,W03,2024-12-17,Issue,-81
TX006319,P0419,W05,2024-04-29,Issue,-47
TX006320,P0180,W04,2024-01-31,Issue,-114
TX006321,P0243,W04,2024-07-29,Receipt,24
TX006322,P0040,W03,2024-05-21,Receipt,16
TX006323,P0223,W04,2024-02-26,Issue,-25
TX006324,P0371,W04,2024-08-03,Issue,-83
TX006325,P0050,W01,2024-11-29,Receipt,154
TX006326,P0351,W04,2024-03-16,Receipt,161
TX006327,P0090,W02,2024-09-28,Issue,-78
TX006328,P0473,W04,2024-09-11,Receipt,95
TX006329,P0238,W05,2024-06-06,Issue,-19
TX006330,P0198,W03,2024-10-04,Issue,-158
TX006331,P0243,W05,2024-06-26,Receipt,55
TX006332,P0411,W01,2024-04-08,Issue,-154
TX006333,P0416,W04,2024-06-15,Issue,-72
TX006334,P0268,W02,2024-06-18,Issue,-86
TX006335,P0188,W01,2024-04-28,Issue,-155
TX006336,P0111,W03,2024-10-05,Issue,-98
TX006337,P0286,W04,2024-12-19,Receipt,194
TX006338,P0408,W03,2024-08-27,Issue,-77
TX006339,P0088,W01,2024-05-15,Issue,-128
TX006340,P0214,W02,2024-03-04,Issue,-89
TX006341,P0260,W03,2024-02-09,Receipt,97
TX006342,P0467,W04,2024-08-04,Receipt,41
TX006343,P0473,W05,2024-03-22,Issue,-155
TX006344,P0005,W05,2024-01-28,Issue,-93
TX006345,P0388,W03,2024-07-06,Issue,-57
TX006346,P0477,W02,2024-12-23,Receipt,116
TX006347,P0137,W01,2024-05-10,Issue,-39
TX006348,P0119,W04,2024-05-30,Receipt,144
TX006349,P0051,W03,2024-12-19,Issue,-181
TX006350,P0486,W04,2024-12-11,Receipt,35
TX006351,P0424,W02,2024-11-01,Issue,-174
TX006352,P0053,W05,2024-05-10,Receipt,143
TX006353,P0098,W01,2024-12-24,Receipt,27
TX006354,P0200,W05,2024-10-16,Issue,-89
TX006355,P0459,W01,2024-12-07,Receipt,33
TX006356,P0482,W05,2024-03-31,Issue,-76
TX006357,P0238,W03,2024-10-27,Issue,-10
TX006358,P0352,W02,2024-12-25,Issue,-170
TX006359,P0416,W05,2024-08-07,Issue,-165
TX006360,P0177,W02,2024-12-05,Issue,-12
TX006361,P0261,W05,2024-10-19,Issue,-189
TX006362,P0032,W04,2024-03-31,Receipt,71
TX006363,P0133,W05,2024-10-31,Issue,-20
TX006364,P0480,W01,2024-03-20,Receipt,34
TX006365,P0321,W04,2024-05-28,Receipt,95
TX006366,P0198,W03,2024-09-27,Issue,-134
TX006367,P0487,W03,2024-01-13,Receipt,42
TX006368,P0153,W03,2024-07-07,Issue,-4
TX006369,P0411,W02,2024-01-29,Issue,-144
TX006370,P0366,W03,2024-07-03,Issue,-32
TX006371,P0078,W05,2024-10-18,Receipt,156
TX006372,P0112,W04,2024-10-26,Receipt,195
TX006373,P0073,W01,2024-01-11,Issue,-176
TX006374,P0028,W03,2024-09-23,Issue,-128
TX006375,P0498,W01,2024-01-28,Receipt,187
TX006376,P0088,W02,2024-12-02,Receipt,67
TX006377,P0191,W02,2024-11-16,Issue,-91
TX006378,P0457,W01,2024-09-06,Receipt,120
TX006379,P0036,W05,2024-08-23,Issue,-51
TX006380,P0231,W01,2024-12-05,Receipt,169
TX006381,P0357,W04,2024-02-28,Issue,-93
TX006382,P0241,W03,2024-02-21,Issue,-13
TX006383,P0490,W05,2024-04-08,Issue,-173
TX006384,P0312,W01,2024-02-28,Issue,-64
TX006385,P0418,W04,2024-09-26,Issue,-52
TX006386,P0067,W01,2024-02-04,Receipt,75
TX006387,P0021,W03,2024-01-03,Receipt,136
TX006388,P0295,W02,2024-07-10,Issue,-108
TX006389,P0421,W01,2024-12-16,Receipt,165
TX006390,P0042,W04,2024-02-08,Issue,-157
TX006391,P0164,W01,2024-08-11,Receipt,138
TX006392,P0322,W03,2024-11-22,Issue,-47
TX006393,P0017,W04,2024-12-10,Issue,-167
TX006394,P0499,W02,2024-04-03,Issue,-71
TX006395,P0054,W03,2024-04-02,Issue,-102
TX006396,P0105,W01,2024-01-17,Issue,-90
TX006397,P0413,W05,2024-05-28,Issue,-130
TX006398,P0153,W01,2024-09-05,Receipt,99
TX006399,P0405,W02,2024-11-01,Issue,-139
TX006400,P0019,W01,2024-02-11,Receipt,114
TX006401,P0413,W05,2024-03-27,Receipt,152
TX006402,P0387,W02,2024-08-08,Issue,-29
TX006403,P0487,W02,2024-02-29,Receipt,53
TX006404,P0332,W01,2024-03-07,Issue,-133
TX006405,P0055,W03,2024-06-22,Issue,-24
TX006406,P0236,W02,2024-09-11,Receipt,78
TX006407,P0179,W04,2024-03-01,Receipt,81
TX006408,P0346,W02,2024-07-16,Receipt,39
TX006409,P0295,W04,2024-01-01,Issue,-172
TX006410,P0159,W03,2024-12-20,Issue,-65
TX006411,P0200,W05,2024-10-13,Receipt,140
TX006412,P0163,W04,2024-08-15,Issue,-181
TX006413,P0325,W04,2024-12-12,Issue,-80
TX006414,P0124,W05,2024-05-04,Receipt,36
TX006415,P0283,W02,2024-10-13,Receipt,3
TX006416,P0410,W04,2024-09-26,Issue,-180
TX006417,P0155,W04,2024-11-18,Issue,-40
TX006418,P0253,W05,2024-09-05,Receipt,123
TX006419,P0269,W02,2024-10-22,Issue,-69
TX006420,P0376,W01,2024-09-21,Issue,-32
TX006421,P0279,W04,2024-10-27,Issue,-17
TX006422,P0065,W03,2024-10-05,Receipt,72
TX006423,P0114,W05,2024-08-22,Receipt,195
TX006424,P0220,W04,2024-05-29,Issue,-147
TX006425,P0246,W02,2024-02-19,Receipt,183
TX006426,P0079,W03,2024-07-09,Issue,-56
TX006427,P0333,W01,2024-07-05,Receipt,48
TX006428,P0488,W03,2024-07-08,Receipt,41
TX006429,P0069,W04,2024-01-12,Issue,-16
TX006430,P0231,W03,2024-09-18,Issue,-131
TX006431,P0346,W01,2024-02-01,Receipt,24
TX006432,P0495,W02,2024-05-15,Receipt,107
TX006433,P0199,W01,2024-11-30,Receipt,154
TX006434,P0227,W01,2024-11-09,Issue,-27
TX006435,P0369,W05,2024-01-22,Receipt,37
TX006436,P0150,W05,2024-11-10,Issue,-75
TX006437,P0245,W01,2024-10-28,Receipt,98
TX006438,P0457,W03,2024-04-04,Issue,-185
TX006439,P0380,W03,2024-01-09,Issue,-117
TX006440,P0001,W01,2024-02-12,Issue,-60
TX006441,P0143,W03,2024-01-03,Issue,-198
TX006442,P0437,W02,2024-07-10,Issue,-167
TX006443,P0094,W03,2024-03-13,Issue,-195
TX006444,P0067,W03,2024-07-13,Issue,-164
TX006445,P0454,W01,2024-07-14,Receipt,98
TX006446,P0479,W03,2024-01-06,Issue,-56
TX006447,P0005,W03,2024-08-20,Receipt,161
TX006448,P0196,W05,2024-11-27,Receipt,33
TX006449,P0184,W05,2024-12-19,Issue,-5
TX006450,P0281,W03,2024-07-19,Receipt,5
TX006451,P0331,W03,2024-09-05,Receipt,115
TX006452,P0062,W01,2024-01-28,Issue,-3
TX006453,P0427,W02,2024-10-24,Issue,-31
TX006454,P0142,W05,2024-08-03,Issue,-47
TX006455,P0089,W04,2024-07-08,Receipt,156
TX006456,P0369,W03,2024-04-07,Issue,-133
TX006457,P0377,W04,2024-06-04,Receipt,158
TX006458,P0436,W01,2024-12-24,Issue,-17
TX006459,P0027,W04,2024-05-25,Issue,-53
TX006460,P0221,W02,2024-08-13,Receipt,55
TX006461,P0052,W02,2024-10-10,Receipt,80
TX006462,P0256,W01,2024-11-16,Issue,-189
TX006463,P0233,W05,2024-12-04,Receipt,72
TX006464,P0001,W03,2024-05-25,Receipt,160
TX006465,P0302,W04,2024-12-01,Receipt,55
TX006466,P0389,W01,2024-08-17,Receipt,15
TX006467,P0318,W02,2024-04-03,Issue,-79
TX006468,P0312,W02,2024-04-25,Issue,-30
TX006469,P0192,W01,2024-07-27,Issue,-192
TX006470,P0277,W01,2024-01-12,Issue,-37
TX006471,P0104,W01,2024-08-18,Receipt,104
TX006472,P0101,W04,2024-07-19,Receipt,33
TX006473,P0226,W02,2024-07-26,Issue,-153
TX006474,P0380,W01,2024-11-12,Receipt,3
TX006475,P0322,W03,2024-08-10,Issue,-18
TX006476,P0429,W01,2024-01-07,Issue,-43
TX006477,P0371,W01,2024-11-19,Receipt,182
TX006478,P0444,W04,2024-07-21,Receipt,135
TX006479,P0018,W05,2024-04-08,Issue,-46
TX006480,P0015,W02,2024-07-14,Receipt,154
TX006481,P0174,W01,2024-12-03,Receipt,149
TX006482,P0033,W04,2024-03-19,Issue,-60
TX006483,P0244,W05,2024-07-11,Receipt,189
TX006484,P0267,W05,2024-09-02,Receipt,10
TX006485,P0435,W05,2024-12-19,Issue,-175
TX006486,P0221,W01,2024-09-05,Issue,-84
TX006487,P0029,W01,2024-07-05,Receipt,98
TX006488,P0008,W04,2024-12-03,Receipt,167
TX006489,P0449,W02,2024-12-12,Receipt,148
TX006490,P0030,W04,2024-01-19,Issue,-87
TX006491,P0363,W05,2024-08-31,Issue,-142
TX006492,P0309,W03,2024-05-30,Issue,-156
TX006493,P0074,W02,2024-08-21,Receipt,106
TX006494,P0262,W04,2024-06-19,Issue,-104
TX006495,P0301,W02,2024-11-19,Issue,-4
TX006496,P0063,W03,2024-01-07,Issue,-34
TX006497,P0129,W05,2024-02-15,Receipt,124
TX006498,P0009,W04,2024-12-10,Receipt,154
TX006499,P0306,W02,2024-06-22,Issue,-139
TX006500,P0180,W02,2024-06-07,Receipt,158
TX006501,P0311,W01,2024-03-18,Receipt,146
TX006502,P0491,W05,2024-04-30,Issue,-158
TX006503,P0377,W04,2024-04-25,Issue,-18
TX006504,P0272,W05,2024-10-04,Issue,-186
TX006505,P0003,W01,2024-03-05,Issue,-75
TX006506,P0426,W03,2024-10-11,Issue,-66
TX006507,P0002,W05,2024-07-29,Issue,-19
TX006508,P0444,W01,2024-08-17,Issue,-21
TX006509,P0456,W03,2024-04-30,Issue,-123
TX006510,P0094,W05,2024-12-30,Issue,-17
TX006511,P0249,W03,2024-09-26,Receipt,162
TX006512,P0146,W04,2024-12-01,Receipt,79
TX006513,P0317,W02,2024-01-06,Receipt,124
TX006514,P0059,W03,2024-04-01,Issue,-39
TX006515,P0003,W02,2024-03-05,Issue,-165
TX006516,P0006,W04,2024-05-09,Receipt,84
TX006517,P0493,W03,2024-02-29,Issue,-132
TX006518,P0115,W02,2024-11-20,Issue,-17
TX006519,P0110,W03,2024-06-08,Receipt,25
TX006520,P0269,W01,2024-03-19,Issue,-8
TX006521,P0015,W03,2024-02-28,Issue,-185
TX006522,P0086,W03,2024-01-10,Receipt,118
TX006523,P0083,W05,2024-07-28,Issue,-105
TX006524,P0242,W05,2024-01-31,Issue,-27
TX006525,P0428,W04,2024-05-03,Issue,-56
TX006526,P0392,W04,2024-02-13,Issue,-159
TX006527,P0206,W04,2024-07-16,Receipt,72
TX006528,P0087,W02,2024-08-12,Issue,-25
TX006529,P0025,W04,2024-02-28,Receipt,60
TX006530,P0161,W04,2024-07-08,Issue,-73
TX006531,P0193,W05,2024-09-17,Receipt,42
TX006532,P0321,W03,2024-10-02,Receipt,44
TX006533,P0401,W04,2024-01-26,Receipt,1
TX006534,P0117,W04,2024-05-24,Issue,-100
TX006535,P0466,W03,2024-02-11,Receipt,112
TX006536,P0052,W05,2024-05-04,Issue,-113
TX006537,P0473,W05,2024-06-17,Issue,-54
TX006538,P0015,W03,2024-08-31,Issue,-112
TX006539,P0051,W05,2024-03-22,Issue,-183
TX006540,P0127,W05,2024-12-16,Issue,-14
TX006541,P0318,W01,2024-11-06,Issue,-57
TX006542,P0347,W02,2024-05-22,Issue,-42
TX006543,P0060,W03,2024-04-16,Receipt,48
TX006544,P0440,W02,2024-10-15,Issue,-68
TX006545,P0286,W03,2024-07-26,Receipt,154
TX006546,P0201,W01,2024-05-09,Issue,-14
TX006547,P0089,W03,2024-07-13,Issue,-192
TX006548,P0034,W03,2024-03-24,Issue,-186
TX006549,P0104,W03,2024-01-02,Receipt,168
TX006550,P0296,W01,2024-05-07,Issue,-45
TX006551,P0367,W05,2024-05-31,Receipt,36
TX006552,P0011,W04,2024-05-29,Issue,-175
TX006553,P0207,W02,2024-03-05,Receipt,3
TX006554,P0499,W02,2024-01-31,Receipt,186
TX006555,P0285,W02,2024-09-25,Issue,-122
TX006556,P0222,W04,2024-04-10,Receipt,70
TX006557,P0011,W05,2024-02-22,Receipt,21
TX006558,P0385,W01,2024-02-09,Receipt,139
TX006559,P0465,W03,2024-10-09,Receipt,91
TX006560,P0459,W03,2024-04-10,Issue,-183
TX006561,P0413,W05,2024-10-22,Receipt,142
TX006562,P0191,W01,2024-04-09,Receipt,175
TX006563,P0494,W03,2024-10-27,Issue,-82
TX006564,P0204,W01,2024-05-04,Issue,-70
TX006565,P0222,W05,2024-04-22,Issue,-44
TX006566,P0059,W05,2024-03-04,Receipt,169
TX006567,P0492,W05,2024-10-18,Issue,-97
TX006568,P0091,W03,2024-06-15,Issue,-64
TX006569,P0292,W01,2024-09-13,Issue,-116
TX006570,P0143,W02,2024-06-24,Issue,-119
TX006571,P0201,W02,2024-04-15,Issue,-76
TX006572,P0095,W03,2024-05-01,Receipt,68
TX006573,P0217,W04,2024-11-23,Issue,-178
TX006574,P0060,W04,2024-03-06,Issue,-182
TX006575,P0271,W05,2024-05-30,Receipt,100
TX006576,P0034,W01,2024-08-31,Issue,-177
TX006577,P0190,W02,2024-11-12,Issue,-107
TX006578,P0016,W05,2024-04-24,Receipt,64
TX006579,P0407,W03,2024-12-06,Receipt,79
TX006580,P0289,W04,2024-02-04,Receipt,55
TX006581,P0126,W03,2024-07-11,Issue,-33
TX006582,P0093,W01,2024-05-27,Issue,-168
TX006583,P0480,W01,2024-07-05,Receipt,4
TX006584,P0032,W01,2024-04-11,Receipt,140
TX006585,P0400,W04,2024-06-23,Receipt,46
TX006586,P0079,W04,2024-02-18,Issue,-85
TX006587,P0213,W05,2024-10-06,Issue,-154
TX006588,P0028,W03,2024-08-11,Receipt,148
TX006589,P0142,W02,2024-04-02,Receipt,114
TX006590,P0378,W02,2024-05-12,Issue,-118
TX006591,P0277,W02,2024-09-24,Receipt,42
TX006592,P0216,W04,2024-11-18,Receipt,69
TX006593,P0377,W05,2024-03-06,Receipt,189
TX006594,P0099,W01,2024-06-14,Issue,-139
TX006595,P0486,W01,2024-02-29,Receipt,197
TX006596,P0491,W05,2024-12-16,Receipt,140
TX006597,P0327,W04,2024-03-10,Issue,-101
TX006598,P0159,W02,2024-08-08,Issue,-126
TX006599,P0022,W03,2024-07-14,Issue,-64
TX006600,P0025,W04,2024-12-14,Receipt,150
TX006601,P0046,W02,2024-07-20,Issue,-15
TX006602,P0042,W01,2024-11-03,Receipt,96
TX006603,P0388,W05,2024-03-02,Issue,-99
TX006604,P0033,W05,2024-09-12,Issue,-68
TX006605,P0100,W02,2024-06-11,Issue,-120
TX006606,P0346,W04,2024-09-13,Issue,-109
TX006607,P0438,W02,2024-10-23,Receipt,171
TX006608,P0413,W04,2024-05-30,Receipt,76
TX006609,P0303,W01,2024-04-24,Receipt,189
TX006610,P0070,W05,2024-01-20,Receipt,79
TX006611,P0467,W04,2024-09-23,Receipt,159
TX006612,P0498,W01,2024-04-14,Receipt,99
TX006613,P0312,W03,2024-03-29,Issue,-176
TX006614,P0153,W02,2024-11-22,Issue,-160
TX006615,P0314,W04,2024-07-03,Issue,-197
TX006616,P0202,W02,2024-04-26,Issue,-117
TX006617,P0356,W02,2024-04-23,Issue,-186
TX006618,P0048,W05,2024-03-02,Issue,-117
TX006619,P0307,W02,2024-05-06,Issue,-169
TX006620,P0107,W03,2024-02-03,Receipt,31
TX006621,P0202,W05,2024-04-27,Issue,-176
TX006622,P0464,W02,2024-01-06,Issue,-42
TX006623,P0399,W03,2024-03-13,Issue,-14
TX006624,P0369,W04,2024-04-03,Receipt,62
TX006625,P0226,W01,2024-10-09,Issue,-198
TX006626,P0430,W03,2024-05-16,Issue,-61
TX006627,P0104,W04,2024-03-14,Issue,-59
TX006628,P0310,W04,2024-02-07,Receipt,44
TX006629,P0438,W04,2024-02-03,Issue,-177
TX006630,P0463,W01,2024-02-24,Issue,-132
TX006631,P0065,W02,2024-06-12,Issue,-28
TX006632,P0446,W02,2024-10-15,Issue,-199
TX006633,P0454,W02,2024-10-26,Receipt,106
TX006634,P0308,W03,2024-02-17,Issue,-6
TX006635,P0147,W01,2024-06-21,Issue,-106
TX006636,P0427,W05,2024-06-28,Issue,-184
TX006637,P0006,W01,2024-01-06,Issue,-58
TX006638,P0371,W05,2024-01-16,Receipt,128
TX006639,P0452,W04,2024-06-19,Issue,-92
TX006640,P0138,W02,2024-11-28,Issue,-83
TX006641,P0120,W05,2024-08-12,Receipt,78
TX006642,P0171,W02,2024-07-11,Receipt,110
TX006643,P0055,W01,2024-10-28,Issue,-13
TX006644,P0381,W02,2024-06-30,Issue,-29
TX006645,P0119,W02,2024-08-01,Issue,-163
TX006646,P0246,W03,2024-06-26,Receipt,41
TX006647,P0232,W05,2024-05-04,Receipt,189
TX006648,P0137,W03,2024-04-07,Issue,-2
TX006649,P0321,W01,2024-06-10,Receipt,66
TX006650,P0179,W04,2024-02-06,Receipt,26
TX006651,P0447,W04,2024-09-04,Issue,-129
TX006652,P0184,W02,2024-10-05,Issue,-165
TX006653,P0209,W04,2024-05-02,Receipt,110
TX006654,P0233,W03,2024-05-25,Receipt,24
TX006655,P0476,W02,2024-04-19,Receipt,177
TX006656,P0383,W02,2024-05-12,Receipt,188
TX006657,P0369,W05,2024-10-02,Receipt,112
TX006658,P0140,W02,2024-12-04,Receipt,93
TX006659,P0046,W04,2024-07-01,Issue,-118
TX006660,P0361,W05,2024-07-12,Issue,-38
TX006661,P0359,W03,2024-09-16,Receipt,34
TX006662,P0272,W04,2024-01-27,Receipt,197
TX006663,P0078,W04,2024-06-10,Issue,-131
TX006664,P0454,W04,2024-04-26,Receipt,157
TX006665,P0047,W03,2024-12-23,Receipt,31
TX006666,P0444,W05,2024-07-17,Receipt,94
TX006667,P0057,W05,2024-10-11,Receipt,93
TX006668,P0063,W04,2024-02-09,Issue,-159
TX006669,P0286,W02,2024-02-24,Issue,-88
TX006670,P0237,W02,2024-12-27,Receipt,105
TX006671,P0474,W04,2024-06-17,Receipt,151
TX006672,P0084,W02,2024-09-23,Issue,-176
TX006673,P0005,W03,2024-07-19,Receipt,166
TX006674,P0143,W05,2024-08-18,Issue,-122
TX006675,P0378,W03,2024-02-10,Issue,-181
TX006676,P0287,W04,2024-05-13,Issue,-177
TX006677,P0402,W02,2024-03-04,Issue,-113
TX006678,P0077,W04,2024-01-14,Issue,-162
TX006679,P0427,W03,2024-08-19,Issue,-88
TX006680,P0011,W05,2024-03-19,Issue,-153
TX006681,P0382,W01,2024-06-27,Issue,-130
TX006682,P0492,W04,2024-10-29,Issue,-70
TX006683,P0256,W04,2024-09-03,Receipt,169
TX006684,P0051,W04,2024-10-29,Receipt,186
TX006685,P0396,W04,2024-11-26,Issue,-96
TX006686,P0373,W05,2024-12-22,Issue,-108
TX006687,P0440,W05,2024-12-08,Issue,-144
TX006688,P0467,W03,2024-04-22,Receipt,90
TX006689,P0403,W01,2024-03-14,Receipt,138
TX006690,P0385,W04,2024-09-06,Issue,-4
TX006691,P0142,W03,2024-02-16,Issue,-14
TX006692,P0337,W05,2024-03-25,Receipt,152
TX006693,P0066,W02,2024-07-16,Issue,-103
TX006694,P0103,W05,2024-11-27,Issue,-87
TX006695,P0422,W05,2024-04-12,Receipt,8
TX006696,P0469,W02,2024-09-14,Receipt,134
TX006697,P0404,W02,2024-08-06,Issue,-165
TX006698,P0180,W03,2024-09-05,Receipt,97
TX006699,P0407,W01,2024-03-16,Receipt,55
TX006700,P0094,W01,2024-05-10,Issue,-128
TX006701,P0065,W05,2024-06-01,Receipt,100
TX006702,P0006,W02,2024-01-24,Issue,-135
TX006703,P0207,W05,2024-03-03,Issue,-179
TX006704,P0401,W01,2024-06-09,Issue,-81
TX006705,P0420,W01,2024-09-23,Issue,-28
TX006706,P0218,W04,2024-01-06,Receipt,38
TX006707,P0318,W01,2024-12-10,Issue,-54
TX006708,P0187,W04,2024-04-25,Receipt,39
TX006709,P0450,W05,2024-02-19,Issue,-53
TX006710,P0496,W03,2024-07-15,Issue,-164
TX006711,P0181,W01,2024-04-17,Receipt,145
TX006712,P0493,W04,2024-03-16,Issue,-190
TX006713,P0267,W03,2024-03-25,Receipt,144
TX006714,P0107,W03,2024-04-23,Issue,-62
TX006715,P0112,W05,2024-08-26,Receipt,34
TX006716,P0138,W02,2024-07-10,Receipt,107
TX006717,P0004,W03,2024-12-19,Issue,-7
TX006718,P0403,W05,2024-11-13,Receipt,135
TX006719,P0218,W02,2024-03-19,Issue,-177
TX006720,P0310,W03,2024-07-03,Issue,-96
TX006721,P0423,W05,2024-09-29,Issue,-80
TX006722,P0466,W05,2024-11-21,Receipt,83
TX006723,P0364,W04,2024-10-04,Issue,-26
TX006724,P0086,W05,2024-10-05,Receipt,193
TX006725,P0062,W03,2024-08-17,Issue,-128
TX006726,P0426,W03,2024-02-15,Issue,-107
TX006727,P0029,W01,2024-02-18,Receipt,158
TX006728,P0207,W03,2024-07-16,Receipt,171
TX006729,P0428,W02,2024-04-21,Issue,-79
TX006730,P0289,W01,2024-08-17,Receipt,182
TX006731,P0426,W05,2024-05-05,Issue,-67
TX006732,P0395,W01,2024-10-01,Receipt,148
TX006733,P0315,W02,2024-09-16,Receipt,27
TX006734,P0212,W01,2024-03-12,Issue,-1
TX006735,P0475,W02,2024-11-07,Receipt,173
TX006736,P0246,W05,2024-08-07,Issue,-180
TX006737,P0371,W01,2024-10-17,Receipt,13
TX006738,P0143,W03,2024-12-13,Issue,-63
TX006739,P0249,W03,2024-11-02,Issue,-161
TX006740,P0131,W02,2024-06-02,Receipt,63
TX006741,P0464,W02,2024-10-30,Issue,-171
TX006742,P0028,W02,2024-06-08,Receipt,152
TX006743,P0116,W05,2024-12-15,Issue,-75
TX006744,P0437,W02,2024-05-29,Receipt,197
TX006745,P0240,W03,2024-02-20,Receipt,128
TX006746,P0170,W03,2024-04-26,Issue,-127
TX006747,P0015,W02,2024-07-30,Issue,-112
TX006748,P0040,W04,2024-01-14,Issue,-62
TX006749,P0474,W02,2024-01-01,Issue,-83
TX006750,P0034,W04,2024-12-28,Receipt,189
TX006751,P0036,W01,2024-06-19,Issue,-193
TX006752,P0283,W01,2024-01-23,Receipt,143
TX006753,P0398,W03,2024-10-10,Receipt,83
TX006754,P0242,W01,2024-05-29,Receipt,132
TX006755,P0131,W01,2024-06-25,Issue,-46
TX006756,P0131,W01,2024-05-02,Receipt,136
TX006757,P0087,W05,2024-06-12,Issue,-45
TX006758,P0197,W05,2024-12-10,Issue,-113
TX006759,P0322,W02,2024-10-14,Issue,-26
TX006760,P0188,W04,2024-07-29,Receipt,100
TX006761,P0422,W03,2024-09-03,Issue,-18
TX006762,P0484,W05,2024-05-24,Receipt,28
TX006763,P0125,W05,2024-06-29,Issue,-197
TX006764,P0130,W03,2024-11-03,Issue,-100
TX006765,P0115,W05,2024-10-24,Receipt,179
TX006766,P0463,W03,2024-04-23,Issue,-28
TX006767,P0322,W02,2024-06-30,Issue,-81
TX006768,P0100,W02,2024-03-02,Issue,-78
TX006769,P0476,W01,2024-01-24,Issue,-185
TX006770,P0206,W03,2024-02-26,Issue,-29
TX006771,P0268,W03,2024-03-23,Issue,-128
TX006772,P0030,W02,2024-04-24,Issue,-53
TX006773,P0483,W05,2024-03-23,Issue,-79
TX006774,P0392,W03,2024-04-24,Receipt,195
TX006775,P0096,W03,2024-03-16,Issue,-131
TX006776,P0254,W05,2024-06-08,Issue,-19
TX006777,P0276,W02,2024-06-01,Receipt,55
TX006778,P0362,W03,2024-03-04,Issue,-26
TX006779,P0243,W03,2024-08-11,Issue,-39
TX006780,P0079,W05,2024-01-04,Issue,-144
TX006781,P0191,W01,2024-06-15,Issue,-128
TX006782,P0334,W05,2024-05-09,Issue,-93
TX006783,P0154,W05,2024-07-17,Receipt,40
TX006784,P0409,W01,2024-03-24,Issue,-109
TX006785,P0313,W03,2024-02-05,Issue,-91
TX006786,P0211,W01,2024-07-06,Receipt,71
TX006787,P0316,W04,2024-01-17,Issue,-126
TX006788,P0020,W01,2024-03-26,Receipt,9
TX006789,P0115,W02,2024-11-22,Receipt,103
TX006790,P0282,W03,2024-09-07,Issue,-45
TX006791,P0480,W04,2024-04-13,Receipt,4
TX006792,P0279,W04,2024-12-08,Issue,-190
TX006793,P0448,W01,2024-11-25,Receipt,101
TX006794,P0014,W04,2024-09-05,Receipt,98
TX006795,P0086,W03,2024-11-11,Issue,-71
TX006796,P0222,W03,2024-12-31,Issue,-196
TX006797,P0092,W05,2024-10-22,Receipt,130
TX006798,P0382,W05,2024-07-24,Issue,-56
TX006799,P0038,W02,2024-10-31,Receipt,126
TX006800,P0296,W01,2024-11-07,Issue,-55
TX006801,P0185,W04,2024-12-02,Issue,-155
TX006802,P0030,W05,2024-09-22,Issue,-126
TX006803,P0243,W03,2024-07-28,Issue,-20
TX006804,P0387,W04,2024-06-11,Receipt,57
TX006805,P0248,W01,2024-10-25,Receipt,145
TX006806,P0227,W04,2024-01-20,Issue,-170
TX006807,P0452,W04,2024-07-26,Issue,-171
TX006808,P0055,W02,2024-02-08,Receipt,179
TX006809,P0487,W01,2024-02-19,Receipt,141
TX006810,P0354,W04,2024-04-01,Issue,-24
TX006811,P0109,W03,2024-11-24,Issue,-198
TX006812,P0203,W03,2024-07-16,Issue,-90
TX006813,P0333,W02,2024-07-19,Issue,-124
TX006814,P0066,W05,2024-06-24,Receipt,32
TX006815,P0164,W01,2024-10-17,Receipt,55
TX006816,P0437,W04,2024-05-29,Issue,-194
TX006817,P0158,W02,2024-02-15,Issue,-133
TX006818,P0464,W03,2024-03-29,Issue,-5
TX006819,P0438,W04,2024-08-15,Issue,-6
TX006820,P0416,W03,2024-09-19,Issue,-84
TX006821,P0207,W04,2024-01-15,Receipt,34
TX006822,P0343,W01,2024-12-14,Issue,-145
TX006823,P0431,W03,2024-06-13,Issue,-131
TX006824,P0355,W02,2024-03-14,Receipt,183
